title,building1,building2,price,bedroom,bathroom,area
"Nice  Fully Furnished 1 Bedroom in Lake Point, JLT @ AED  62K, 1 Pay",JLT Jumeirah Lake Towers,Lake Point,62000,1 Bedrooms,2 Bathrooms,972,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/8/fully-furnished-nice-1-bedroom-in-lake-poi-2/
"Lake Point - Fully Furnished 1 Bedroom for Rent in JLT @ AED 62K, 1 Pay",JLT Jumeirah Lake Towers,Lake Point,62000,1 Bedrooms,2 Bathrooms,972,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/7/lake-point-fully-furnished-1-bedroom-for-r-2/
"GRAB THE DEAL FULLY FURNISHED 1 BEDROOM IN LAKE POINT , JLT @ AED 62K, 1 CHQ",JLT Jumeirah Lake Towers,Lake Point,62000,1 Bedrooms,2 Bathrooms,970,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/6/grab-the-deal-fully-furnished-1-bedroom-in-2/
"ASLAM- Fully Furnished Nice 1 Bedroom in Lake Point Tower @ AED 62K, 1 Pay",JLT Jumeirah Lake Towers,Lake Point,62000,1 Bedrooms,2 Bathrooms,970,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/6/aslam-fully-furnished-nice-1-bedroom-in-la-2/
Spacious Nice Layout Bigger Balcony Unit,JLT Jumeirah Lake Towers,Lakeside Residence,62000,1 Bedrooms,1 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/3/spacious-nice-layout-bigger-balcony-unit-2/
"Fully Furnished Nice 1 Bedroom in Lake Point Tower @ AED 62K, 1 Pay",JLT Jumeirah Lake Towers,Lake Point,62000,1 Bedrooms,2 Bathrooms,970,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/18/fully-furnished-nice-1-bedroom-in-lake-poi-2/
"Aslam- Fully Furnished 1 Bedroom in Lake Point , JLT @ AED 62K, 4 Pay",JLT Jumeirah Lake Towers,Lake Point,62000,1 Bedrooms,2 Bathrooms,970,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/8/brand-new-studio-without-balcony-in-dip-1--2/
1BR in JLT v3 tower without balcony lake view,JLT Jumeirah Lake Towers,V3 Tower,62000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/23/1br-in-jlt-v3-tower-with-balcony-lake-view-2/
"Aslam- Fully Furnished 1 Bedroom in Lake Point , JLT @ AED 62K, 4 Pay",JLT Jumeirah Lake Towers,Lake Point,62000,1 Bedrooms,2 Bathrooms,970,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2017/10/16/aslam-university-view-huge-studio-45k-in-d-2/
AMAZING 1BR apt for Rent in MAG214 JLT,JLT Jumeirah Lake Towers,,62500,1 Bedrooms,2 Bathrooms,795,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/22/amazing-1br-apt-for-rent-in-mag214-jlt-2/
"High Floor, Fully Furnished  ,Infront of JLT Metro, High Floor 1BR in Lake City Tower,JLT",JLT Jumeirah Lake Towers,Lake City,63000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/27/high-floor-fully-furnished-infront-of-jlt--2/
Unique Design 1BR Hall Lake Facing,JLT Jumeirah Lake Towers,Lakeside Residence,63000,,,,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/12/near-to-jlt-metro-szr-facing-1-br-hall--2/
Brand new bright 1BR apartment ready now,JLT Jumeirah Lake Towers,Dubai Gate 2,63000,1 Bedrooms,2 Bathrooms,1055,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/11/brand-new-bright-1br-apartment-ready-now-2/
12 PAYMENT 1 BED ON JLT METRO STATION,JLT Jumeirah Lake Towers,Lake City,63000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/12-payment-1-bed-on-jlt-metro-station-2/
A Fully Furnished Upgraded 1 bedroom Flat close to Metro Stn,JLT Jumeirah Lake Towers,Dubai Gate 1,63000,1 Bedrooms,1 Bathrooms,700,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/3/a-fully-furnished-upgraded-1-bedroom-flat--2/
1 Bedroom Apartment with Balcony in JLT,JLT Jumeirah Lake Towers,Armada 1,63000,1 Bedrooms,1 Bathrooms,1280,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/10/1-bedroom-apartment-with-balcony-in-jlt-2/
Best Offer| 1BR with Balcony | City View,JLT Jumeirah Lake Towers,Armada 1,63000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/9/best-offer-1br-with-balcony-city-view-2/
"1 B/R APT AT ICON TOWER , COMMUNITY VIEW",JLT Jumeirah Lake Towers,Icon Tower 2,55000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/1-br-apt-at-icon-tower-community-view-2/
Low Floor Large 1 Bed I Cluster N,JLT Jumeirah Lake Towers,Lake Point,59999,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/10/low-floor-large-1-bed-i-cluster-n-2/
Chiller free/ High floor/ Balcony,JLT Jumeirah Lake Towers,Concorde,60000,1 Bedrooms,2 Bathrooms,730,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/spacious-1-br-apartment-on-high-floor-equi-2/
Refurbished 1BR Duplex w/ refreshing lake view,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,978,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/21/refurbished-1br-duplex-w-refreshing-lake-v-2/
1BR Duplex apt for rent in X1|High floor,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,971,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/3/1br-duplex-apt-for-rent-in-x1-high-floor-2/
BIG FULLY FURNISHED 1BED WITH CLOSE KITCHEN JUST 63k IN ARMADA 3 TOWER JLT 900sqft. FULL PARK VIEW,JLT Jumeirah Lake Towers,Armada 3,63000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/huge-fully-furnished-1bed-with-close-kitch-2/
Spacious Unit| Free Ac | Up To 12 Cheques,JLT Jumeirah Lake Towers,,63000,1 Bedrooms,1 Bathrooms,990,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/20/spacious-unit-free-ac-up-to-12-cheques-2/
1BR near Metro w/ Full Lake View for Rent,JLT Jumeirah Lake Towers,Global Lake View,63000,1 Bedrooms,1 Bathrooms,707,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/6/1br-near-metro-w-full-lake-view-for-rent-2/
One Bedroom Apartment for Rent in Icon Tower 2 - Jumeirah Lake Towers,JLT Jumeirah Lake Towers,Jumeirah Lake Tower,63000,1 Bedrooms,1 Bathrooms,713,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/15/one-bedroom-apartment-for-rent-in-icon-tow-2/
CHEAPEST / CHILLER FREE 1BHK FOR RENT IN CONCORDE TOWER FOR AED 63K,JLT Jumeirah Lake Towers,Concorde,63000,1 Bedrooms,2 Bathrooms,820,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/3/18/cheapest-chiller-free-1bhk-for-rent-in-con-2/
Fully Furnished 1 Bed Apt Lake City Tower,JLT Jumeirah Lake Towers,Lake City,64000,1 Bedrooms,2 Bathrooms,729,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/10/fully-furnished-1-bed-apt-in-lake-city-tow-2/
"*Huge 1BR, Big Balcony, SZR View,Armada 3",JLT Jumeirah Lake Towers,Armada 3,64000,1 Bedrooms,2 Bathrooms,844,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/huge-1br-big-balcony-szr-view-o529243459-2/
1 Bedroom in Lakepoint N2 JLT,JLT Jumeirah Lake Towers,Lake Point,64000,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/30/1-bedroom-in-lakepoint-n2-jlt-2/
1 Bedroom | Apartment | Lake Point Tower,JLT Jumeirah Lake Towers,Lake Point,64000,1 Bedrooms,2 Bathrooms,979,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/25/1-bedroom-apartment-lake-point-tower-2/
1 Bedroom Apartment | Lake Shore | JLT,JLT Jumeirah Lake Towers,Lake Shore,64000,1 Bedrooms,2 Bathrooms,967,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/11/1-bedroom-apartment-lake-shore-jlt-2/
High floor 1br vacant for rent,JLT Jumeirah Lake Towers,Lake Shore,64000,1 Bedrooms,1 Bathrooms,1000,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/2/high-floor-1br-vacant-for-rent-2/
Cozy 1bed in V3 Tower JLT for Rent [IP],JLT Jumeirah Lake Towers,V3 Tower,64000,1 Bedrooms,1 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/28/cozy-1bed-in-v3-tower-jlt-for-rent-2/
NICE AND VACANT 1 BEDROOM WITH FULL LAKE VIEW,JLT Jumeirah Lake Towers,Lake View,64000,1 Bedrooms,2 Bathrooms,860,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/29/vacant-1-bedroom-with-full-lake-view-2/
Large 1 Br | Road View | Lake Point,JLT Jumeirah Lake Towers,Lake Point,64000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/16/large-1-br-road-view-lake-point-2/
"1 Bed, Ready to Move in  V3 Tower [ IP ]",JLT Jumeirah Lake Towers,V3 Tower,64950,1 Bedrooms,1 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/vacant-1-bed-ready-to-move-in-v3-tower-ip--2/
Attention Expats? 1 BHK in JLT not to be missed,JLT Jumeirah Lake Towers,,64999,1 Bedrooms,2 Bathrooms,977,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/8/1-bedroom-apartment-open-view-jlt-2/
"Furnished 1br– Lake Terrace, JLT",JLT Jumeirah Lake Towers,Lake Terrace,65000,1 Bedrooms,1 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/29/furnished-1br-lake-terrace-jlt-2/
Lake Point | Cluster N| Fully Furnished,JLT Jumeirah Lake Towers,Lake Point,65000,1 Bedrooms,2 Bathrooms,1000,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/28/lake-point-cluster-n-fully-furnished-2/
Offer on spaciuos 1 bed Near  JLT Metro Station,JLT Jumeirah Lake Towers,Lake City,65000,1 Bedrooms,2 Bathrooms,860,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/28/offer-on-spaciuos-1-bed-near-jlt-metro-sta-2/
Huge 1 Bedroom opposite JLT metro station full lake view,JLT Jumeirah Lake Towers,Lake City,65000,,,,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/28/huge-1-bedroom-opposite-jlt-metro-station--2/
Hot offer 1 Bedroom  in lake Terrace Cluster D Near JLT Metro station,JLT Jumeirah Lake Towers,Lake Terrace,65000,1 Bedrooms,1 Bathrooms,752,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/28/hot-offer-1-bedroom-in-lake-terrace-cluste-2/
1 BED +MARINA VIEW+65 K+4 CHQUE,JLT Jumeirah Lake Towers,Armada 1,65000,1 Bedrooms,2 Bathrooms,843,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/28/1-bed-marina-view-65-k-4-chque-2/
LAVISH FURNISHED 1 BED WITH MARINA VIEW JLT,JLT Jumeirah Lake Towers,Lake City,65000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/27/lavish-furnished-1-bed-with-marina-view-jl-2/
Fully Furnished 1 Bed For Rent In Lakeside Residence,JLT Jumeirah Lake Towers,Lakeside Residence,65000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/27/fully-furnished-1-bed-for-rent-in-lakeside-2/
HOT DEAL! FULLY FURNISHED 1BED+ LAUNDRY JUST 65k IN LAKESIDE RESIDENC TOWER FULL LAKE VIEW 900sqft,JLT Jumeirah Lake Towers,Lakeside Residence,65000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/26/hot-deal-fully-furnished-1bed-laundry-just-2/
"1 B/R APT AT ICON TOWER , COMMUNITY VIEW",JLT Jumeirah Lake Towers,Icon Tower 2,55000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/1-br-apt-at-icon-tower-community-view-2/
Chiller free/ High floor/ Balcony,JLT Jumeirah Lake Towers,Concorde,60000,1 Bedrooms,2 Bathrooms,730,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/spacious-1-br-apartment-on-high-floor-equi-2/
V3|1bed|Unfurnished|Meadows view|lower floor,JLT Jumeirah Lake Towers,V3 Tower,73000,1 Bedrooms,2 Bathrooms,807,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/15/v3-1bed-unfurnished-meadows-view-lower-flo-2/
Refurbished 1BR Duplex w/ refreshing lake view,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,978,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/21/refurbished-1br-duplex-w-refreshing-lake-v-2/
Chiller Free Luxury Furnished Green Lake,JLT Jumeirah Lake Towers,Green Lakes 2,90000,1 Bedrooms,2 Bathrooms,1012,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/4/chiller-free-luxury-furnished-green-lake-2/
furnished opposite metro station large 1 bedroom with balcony in indigo tower,JLT Jumeirah Lake Towers,Indigo Tower,65000,1 Bedrooms,2 Bathrooms,860,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/26/furnished-opposite-metro-station-large-1-b-2/
Bright apartment close to metro - Global Lake View,JLT Jumeirah Lake Towers,Global Lake View,65000,1 Bedrooms,1 Bathrooms,682,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/26/bright-apartment-close-to-metro-global-lak-2/
One Bedroom - Available Immediately - Multiple Cheques,JLT Jumeirah Lake Towers,Mag 214,65000,1 Bedrooms,2 Bathrooms,753,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/25/one-bedroom-available-immediately-multiple-2/
"1 Bedroom in Dubai Gate One,JLT",JLT Jumeirah Lake Towers,Dubai Gate 1,65000,1 Bedrooms,2 Bathrooms,775,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/25/1-bedroom-in-dubai-gate-one-jlt-2/
Spacious One Bedroom with Store Room,JLT Jumeirah Lake Towers,Lake Shore,65000,1 Bedrooms,2 Bathrooms,967,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/25/spacious-one-bedroom-with-store-room-2/
FURNISHED NICE VIEW OPPOSITE METRO STATION LARGE 1 BEDROOM IN INDIGO TOWER,JLT Jumeirah Lake Towers,Indigo Tower,65000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/24/nice-view-opposite-metro-station-large-1-b-2/
Furnished 1BR with Laundry|Community View,JLT Jumeirah Lake Towers,Lake Point,65000,1 Bedrooms,2 Bathrooms,1000,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/24/furnished-1br-with-laundry-community-view-2/
"Global Lake View One Bedroom for Rent, JLT",JLT Jumeirah Lake Towers,Global Lake View,65000,1 Bedrooms,1 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/22/global-lake-view-one-bedroom-for-rent-jlt-2/
HOT DEAL! 1 BED ROOM APARTMENT FULLY FURNISHED IN FRONT OF JLT METRO STATION JUST FOR 65K,JLT Jumeirah Lake Towers,Indigo Tower,65000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/22/hot-deal-1-bed-room-apartment-fully-furnis-2/
HOT DEAL 1 BED ROOM APARTMENT IN FRONT OF JLT METRO STATION JUST FOR 65K,JLT Jumeirah Lake Towers,Indigo Tower,65000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/21/big-deal-1-bed-room-apartment-in-front-of--2/
HUGE 1BED WITH KITCHEN APPLIANCES IN FRONT OF JLT METRO STATION INDIGO TOWER JUST 65K 900sqft,JLT Jumeirah Lake Towers,Indigo Tower,65000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/20/huge-1bed-with-kitchen-appliances-in-front-2/
Fully Furnished w Balcony Close to Metro,JLT Jumeirah Lake Towers,Mag 214,65000,1 Bedrooms,2 Bathrooms,760,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/19/fully-furnished-w-balcony-close-to-metro-2/
Rare Homes Offer 1 Bedroom with Lake View in JLT,JLT Jumeirah Lake Towers,Lake City,65000,1 Bedrooms,2 Bathrooms,665,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/19/rare-homes-offer-1-bedroom-with-lake-view--2/
Furnished facing Burj Al Arab in Lake Shore Tower,JLT Jumeirah Lake Towers,Lake Shore,65000,1 Bedrooms,2 Bathrooms,785,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/19/furnished-facing-burj-al-arab-in-lake-shor-2/
Fully furnished and upgraded one bed room for rent JLT dubai gate 1 tower,JLT Jumeirah Lake Towers,Dubai Gate 1,65000,1 Bedrooms,1 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/17/studio-for-rent-at-crescent-tower-c-2/
Unfurnished 1 Bed in V3 at JLT with Panoramic View,JLT Jumeirah Lake Towers,V3 Tower,65000,1 Bedrooms,2 Bathrooms,810,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/16/unfurnished-1-bed-in-v3-at-jlt-with-panora-2/
Clean 1BR w/ Kitchen Appliances in 6 chqs,JLT Jumeirah Lake Towers,Mag 214,65000,1 Bedrooms,1 Bathrooms,754,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/14/clean-fully-furnished-1-br-1-6-cheques-2/
Limited Offer 1 BR With Balcony DAT  JLT,JLT Jumeirah Lake Towers,Dubai Arch,65000,1 Bedrooms,2 Bathrooms,1117,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/13/limited-offer-1-br-with-balcony-dat-jlt-2/
Fully Furnished 1 Bedroom l 12 Cheques acceptable | JLT,JLT Jumeirah Lake Towers,Lake Point,65000,1 Bedrooms,2 Bathrooms,972,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/13/fully-furnished-1-bedroom-l-12-cheques-acc-2/
Un-F 1 Bed (850sqft) Global Lake - JLT @65k,JLT Jumeirah Lake Towers,Global Lake View,65000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/12/1-bed-850sqft-global-lake-jlt-66k-2/
Well Maintained | 1 Bedroom | Low Floor | V3 Tower | JLT,JLT Jumeirah Lake Towers,V3 Tower,65000,1 Bedrooms,2 Bathrooms,810,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/12/well-maintained-1-bedroom-low-floor-v3-tow-2/
BEST DEAL! 1BED+LAUNDRY WITH FULL LAKE VIEW IN GOLDCREST VIEWS 2 JLT 880SQFT JUST 65K,JLT Jumeirah Lake Towers,Goldcrest Views 2,65000,1 Bedrooms,1 Bathrooms,880,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/12/best-deal-1bed-laundry-with-full-lake-view-2/
"Multiple cheque|Marina view| Armada, JLT",JLT Jumeirah Lake Towers,Armada 1,65000,1 Bedrooms,2 Bathrooms,843,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/11/multiple-cheque-marina-view-armada-jlt-2/
Furnished 1 Bedroom with parking – Icon 2,JLT Jumeirah Lake Towers,Icon Tower 2,65000,1 Bedrooms,1 Bathrooms,672,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/11/furnished-studio-with-parking-icon-2-2/
"Furnished, chiller free 1br in Concorde",JLT Jumeirah Lake Towers,Concorde,65000,1 Bedrooms,2 Bathrooms,675,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/11/furnished-chiller-free-1br-in-concorde-2/
"1 B/R APT AT ICON TOWER , COMMUNITY VIEW",JLT Jumeirah Lake Towers,Icon Tower 2,55000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/1-br-apt-at-icon-tower-community-view-2/
Low Floor Large 1 Bed I Cluster N,JLT Jumeirah Lake Towers,Lake Point,59999,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/10/low-floor-large-1-bed-i-cluster-n-2/
Chiller free/ High floor/ Balcony,JLT Jumeirah Lake Towers,Concorde,60000,1 Bedrooms,2 Bathrooms,730,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/spacious-1-br-apartment-on-high-floor-equi-2/
V3|1bed|Unfurnished|Meadows view|lower floor,JLT Jumeirah Lake Towers,V3 Tower,73000,1 Bedrooms,2 Bathrooms,807,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/15/v3-1bed-unfurnished-meadows-view-lower-flo-2/
Refurbished 1BR Duplex w/ refreshing lake view,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,978,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/21/refurbished-1br-duplex-w-refreshing-lake-v-2/
1 bed fully lake view goldcrest views 2 (( 65k )),JLT Jumeirah Lake Towers,Goldcrest Views 2,65000,1 Bedrooms,1 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/11/1-bed-fully-lake-view-goldcrest-views-2-65-2/
Amazing 1 bed room   Balcony | Mints away from metro,JLT Jumeirah Lake Towers,Icon Tower 2,65000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/amazing-1-bed-room-balcony-mints-away-from-2/
