title,building1,building2,price,bedroom,bathroom,area
Brand New |Marina View |Fully Furnished,,,117600,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/brand-new-marina-view-2/
Great offer | Marina Pearl | Big Space |,Dubai Marina,Marina Pearl,65000,1 Bedrooms,2 Bathrooms,1080,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/1/great-offer-marina-pearl-big-space--2/
Spacious Extra Large 1BHK I Reduced Price I Vacant,Dubai Marina,Marina Pearl,65000,1 Bedrooms,2 Bathrooms,960,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/1/spacious-extra-large-1bhk-i-reduced-price--2/
"BRAND NEW 1BHK APT, CHILLER FREE WITH BIG BALCONY, NEAR TO METRO, DUBAI",Dubai Marina,Al Zarooni,65000,1 Bedrooms,2 Bathrooms,1099,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/30/brand-new-1bhk-apt-with-big-balcony-near-t-2/
New building | Marina First |Great place,Dubai Marina,Marina First,65000,1 Bedrooms,2 Bathrooms,975,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/30/new-building-marina-first-great-place-2/
Brand New Chiller Free Building Near DMCC Metro Station 1 BHK For Rent In Dubai Marina,Dubai Marina,,65000,1 Bedrooms,2 Bathrooms,875,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/30/brand-new-chiller-free-building-near-dmcc--2/
"Vacant Apt. W/ Balcony in Marina Diamond,Next to Damac Metro",Dubai Marina,Marina Diamond 5,65000,1 Bedrooms,2 Bathrooms,754,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/29/vacant-apt-w-balcony-in-marina-diamond-nex-2/
BEST DEAL CHILLER FREE Spacious 1BR With Balcony In Marina First,Dubai Marina,Marina First,65000,1 Bedrooms,2 Bathrooms,1000,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/28/best-deal-chiller-free-spacious-2br-with-b-2-2/
Well Maintained 1 BR In Marina Pearl|SZR View,Dubai Marina,Marina Pearl,65000,1 Bedrooms,1 Bathrooms,957,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/27/well-maintained-1-br-in-marina-pearl-szr-v-2-2/
"1 BED with Marina view, The Torch Tower",Dubai Marina,The Torch,65000,1 Bedrooms,2 Bathrooms,978,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/26/1-bed-with-marina-view-the-torch-tower-2/
Large 1BR in Dubai Marina- Book and Move In Now,Dubai Marina,Marina First,65000,1 Bedrooms,2 Bathrooms,975,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/large-1br-in-dubai-marina-book-and-move-in-2/
Move In Today- Infront of the Lake- Marina First,Dubai Marina,Marina First,65000,1 Bedrooms,1 Bathrooms,975,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/1-br-for-rent-marina-first-tower-dubai-mar-2/
Competitive Price 1BR + Balcony,Dubai Marina,Sulafa Tower,65000,1 Bedrooms,2 Bathrooms,969,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/24/competitive-price-1br-balcony-2/
"*Big and Naturally Well-lit 1BR in Sulafa w/Ac Free, Call52-9243459",Dubai Marina,Sulafa Tower,65000,1 Bedrooms,2 Bathrooms,991,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/24/-big-and-naturally-well-lit-1br-in-sulafa--2/
Lovely 1 Bedroom Apt I Big Balcony I Near Metro Station,Dubai Marina,Marina Diamond 5,65000,1 Bedrooms,1 Bathrooms,740,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/23/lovely-1-bedroom-apt-with-balcony-and-insp-2/
Full furnished | Marina Crown | Balcony|,Dubai Marina,Marina Crown,65000,1 Bedrooms,2 Bathrooms,754,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/20/full-furnished-marina-crown-balcony--2/
"Fully furnished Apt with Chiller Free,Close to Metro",Dubai Marina,Escan Tower,65000,1 Bedrooms,1 Bathrooms,755,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/19/fully-furnished-apt-with-chiller-free-clos-2/
Direct from landlord 1 bedroom available for rent in Marina 1st,Dubai Marina,Marina First,65000,1 Bedrooms,2 Bathrooms,975,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/17/2-bedrooms-with-marina-view-for-rent-2/
Low floor |Well Maintained | 1 bedroom | Storage and laundry,Dubai Marina,The Torch,65000,1 Bedrooms,2 Bathrooms,886,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/16/low-floor-well-maintained-1-bedroom-storag-2-2/
Huge Apartment at Affordable Price,Dubai Marina,Marina Pearl,65000,1 Bedrooms,2 Bathrooms,958,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/10/huge-apartment-at-affordable-price-2/
Furnished Spacious  Bedroom with Balcony,Dubai Marina,Marina Crown,65000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/8/furnished-spacious-bedroom-with-balcony-2/
"1 br Apartment apartment for rent near Barasti beach for 65,000 Aed only",Dubai Marina,,65000,1 Bedrooms,1 Bathrooms,845,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/6/1-br-apartment-apartment-for-rent-near-bar-2/
Stunning Marina View 1 BR Apartment Manchester Tower,Dubai Marina,Manchester Tower,65000,1 Bedrooms,2 Bathrooms,573,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/3/1-br-apartment-plus-hall-in-manchester-tow-2/
Price Just Reduced|Exclusive|Chiller Free,Dubai Marina,Marina Crown,65000,1 Bedrooms,2 Bathrooms,843,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/2/price-just-reduced-exclusive-chiller-free-2/
New Listing 1 BED Furnished Vacant Know,Dubai Marina,Marina Diamond 5,65000,1 Bedrooms,2 Bathrooms,768,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/1/1-bed-furnished-full-marina-canal-view-2/
New Building/1BR Ful Marina/ Chiller Free,Dubai Marina,Escan Tower,65000,1 Bedrooms,1 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/1/new-building1br-ful-marina-chiller-free-2/
Brand New |Marina View |Fully Furnished,,,117600,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/brand-new-marina-view-2/
Furnished 1BR High Floor w/B Chiller Free,Dubai Marina,Escan Tower,65000,1 Bedrooms,1 Bathrooms,755,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/29/furnished-1br-high-floor-wb-chiller-free-2/
Luxurious 1 Bedroom Apartment for rent in Dubai Marina,Dubai Marina,,65000,1 Bedrooms,1 Bathrooms,845,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/26/luxurious-1-bedroom-apartment-for-rent-in--2/
1 Bedroom Close To Metro | Prime Location | Spacious Apartment,Dubai Marina,Azure,65000,1 Bedrooms,1 Bathrooms,860,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/25/1-bedroom-close-to-metro-prime-location-sp-2/
Available Now | 1 Bedroom | Refurbished.,Dubai Marina,Marina First,65000,1 Bedrooms,1 Bathrooms,771,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/15/available-now-1-bedroom-refurbished-2/
Modern  Living in the  Heart of the City,Dubai Marina,Marina Crown,65000,,,,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/14/modern-living-in-the-heart-of-the-city-2/
ONE Bedroom chiller free in Dubai Marina 65K in 4 Chqs.,Dubai Marina,,65000,1 Bedrooms,2 Bathrooms,762,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/14/one-bedroom-chiller-free-in-dubai-marina-5-2/
"Amazing Semi-furnished Marina View 1BR, ESCAN",Dubai Marina,Escan Tower,65000,1 Bedrooms,1 Bathrooms,940,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/8/amazing-semi-furnished-marina-view-1br-esc-2/
Chiller Free/ Furnished/ High Floor,Dubai Marina,Marina Diamond 5,65000,1 Bedrooms,1 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/5/chiller-free-furnished-high-floor-2/
Extra Large 1 Bedroom apartment in Dubai Marina.,Dubai Marina,Marina Pearl,65000,1 Bedrooms,2 Bathrooms,958,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/4/extra-large-1-bedroom-apartment-in-dubai-m-2/
"Best Series, Spacious , Semi  Furnished.",Dubai Marina,Marina Pinnacle,65000,1 Bedrooms,2 Bathrooms,844,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/30/best-series-sea-view-fully-furnished-2/
Best Deal One Bedroom Flat in Dubai Marina for Rent,Dubai Marina,,65000,1 Bedrooms,2 Bathrooms,957,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/26/best-deal-one-bedroom-flat-in-dubai-marina-2/
Lavish 1BR facing SZR @ Manchester Tower,Dubai Marina,Manchester Tower,65000,1 Bedrooms,2 Bathrooms,700,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/26/lavish-1br-facing-szr-manchester-tower-2/
Spacious 1 BR in Marina Pearle  Dubai Marina,Dubai Marina,Marina Pearl,65000,1 Bedrooms,2 Bathrooms,958,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/25/spacious-1-bedroom-apartment-marina-pearle-2/
Warm and Pleasant Unit with Storage Area,Dubai Marina,,65000,1 Bedrooms,1 Bathrooms,602,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/24/warm-and-pleasant-one-bedroom-with-storage-2/
Great Value | Spacious 1BR | Low Floor,Dubai Marina,Marina Pearl,65000,1 Bedrooms,2 Bathrooms,957,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/19/great-value-spacious-1br-low-floor-2/
Vacant  Brand New FF 1BR w/B Chiller free,Dubai Marina,Escan Tower,65000,1 Bedrooms,1 Bathrooms,836,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/16/ready-to-move-brand-new-furnished-1br-wb-2/
Amazing Offer 1BR in DUBAI MARINA with sea  marina views in 65K,Dubai Marina,Marina First,65000,1 Bedrooms,1 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/8/amazing-offer-1br-with-sea-and-marina-view-2/
Bright  Spacious | Canal View | Dubai Marina,Dubai Marina,Marina First,65000,1 Bedrooms,2 Bathrooms,975,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/3/bright-spacious-canal-view-dubai-marina-2/
"Specious 1 Bed, Pool view, close Kitchen",Dubai Marina,Marina Pearl,65000,1 Bedrooms,2 Bathrooms,890,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/21/huge-1bed-best-location-affordable-rent-2/
Amazing 1 bhk chiller free near metro 65k,Dubai Marina,Crown Residence,65000,1 Bedrooms,2 Bathrooms,1000,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/7/amazing-1-bedroom-chiller-free-near-metro--2/
Marina View Fully  Furnished One Bedroom,Dubai Marina,Marina Diamond 5,65000,1 Bedrooms,1 Bathrooms,714,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/29/sea-view-pool-view-furnished-1-bedroom-2/
Hot Deal One Bedroom Amazing Marina View,Dubai Marina,Marina Diamond 5,65000,1 Bedrooms,2 Bathrooms,715,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/21/hot-deal-one-bedroom-amazing-marina-view-2/
65K_ 1 BR in Marina 1st Building. Two Cheques,Dubai Marina,Marina First,65000,1 Bedrooms,1 Bathrooms,975,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/10/65k-1-br-in-marina-1st-building-two-cheque-2/
No Agency Fee | 1Br Apt | Marina View/direct with Owner,Dubai Marina,Marina First,65000,1 Bedrooms,2 Bathrooms,975,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/9/no-agency-fee-1br-apt-full-sea-and-marina--2/
No Commission - Beautifully Maintaned 1Br  w/ Full Sea and Marina View,Dubai Marina,Marina First,65000,1 Bedrooms,2 Bathrooms,975,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/9/no-commission-beautifully-maintaned-1br-w--2/
Brand New |Marina View |Fully Furnished,,,117600,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/brand-new-marina-view-2/
“Your private One-bedroom Sanctuary with Part  Sea View - DIRECT FROM LANDLORD/DEVELOPER,Dubai Marina,Marina First,65000,1 Bedrooms,2 Bathrooms,975,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/2/-your-private-two-bedroom-sanctuary-overlo-2/
Dubai Marina Amazing 1br Apartment Fully Furnished Marina View  Next TO Metro Just @ 65k 2 Cheques,Dubai Marina,Marina Diamond 6,65000,1 Bedrooms,1 Bathrooms,775,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/28/dubai-marina-amazing-1br-apartment-next-to-2/
1BR | UnFurnished | Balcony | Marina View,Dubai Marina,Manchester Tower,65000,1 Bedrooms,1 Bathrooms,700,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/13/1br-unfurnished-balcony-marina-view-2/
Spacious|1BR Sulafa Tower @ 65k| Huge and bright |,Dubai Marina,Sulafa Tower,65000,1 Bedrooms,2 Bathrooms,1100,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/9/1-br-sulafa-tower-70k-huge-and-bright--2/
Golf Course View| 1BR|Chiller free|Sulafa Tower@65K Only,Dubai Marina,Sulafa Tower,65000,1 Bedrooms,2 Bathrooms,1000,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/8/1-br-with-sea-view-and-chiller-free-sulafa-2/
1BR|Chiller free|Sulafa Tower @ 65k Only,Dubai Marina,Sulafa Tower,65000,1 Bedrooms,2 Bathrooms,1100,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/3/28/sulafa-tower-75k-with-sea-view-1br-chiller-2/
Vacant /1 Bedroom/ Full Sea View  Marina,Dubai Marina,Marina First,65000,1 Bedrooms,1 Bathrooms,975,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/3/24/vacant-full-sea-view-and-marina-1-bed-2/
SPACIOUS ONE BEDROOM FOR RENT IN DUBAI MARINA,Dubai Marina,Marina Pearl,65000,1 Bedrooms,2 Bathrooms,970,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/3/8/spacious-studio-for-rent-in-dubai-marina-6-2/
Close to Metro Station 1Bedroom  apartment for Rent  in Marina Diamond  3,Dubai Marina,Marina Diamond 3,65000,1 Bedrooms,2 Bathrooms,624,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/3/7/one-bed-room-at-marina-diamond-3-dubai-mar-2/
Exclusive Unit - Vacant 1 BR in Manchester Tower For Rent,Dubai Marina,Manchester Tower,65000,1 Bedrooms,2 Bathrooms,555,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/2/27/exclusive-unit-vacant-1-br-in-manchester-t-2/
Spacious 1 BR Apartment|Full Marina View,Dubai Marina,Marina First,65000,1 Bedrooms,2 Bathrooms,975,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/1/24/marina-view-1-bedrooms-apartment-quite-pla-2/
Partly Furnished 1 - BR in Marina  First,Dubai Marina,Marina First,65000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2017/11/7/partly-furnished-1-br-in-marina-first-2/
"High Floor, Marina View, 1BR in Diamond 4",Dubai Marina,Marina Diamond 4,65000,1 Bedrooms,1 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2017/6/18/high-floor-marina-view-1br-in-md5-2/
Very beautiful one bedroom in DEC Towers,Dubai Marina,DEC Towers,66000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/22/very-beautiful-one-bedroom-in-dec-towers-2/
"Marina view,Fully Furnihsed,Spacious apt",Dubai Marina,Marina Diamond 4,67000,1 Bedrooms,1 Bathrooms,820,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/5/marina-view-fully-furnihsed-spacious-apt-2/
"Amazing Deal , Spacious F.Furnished 1Br",Dubai Marina,Marina Diamond 4,67000,1 Bedrooms,1 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/5/amazing-deal-spacious-ffurnished-1br-2/
1 BED APR CHILLER FREE IN TIME PLACE TOWER MARINA 67K,Dubai Marina,Time Place Tower,67000,1 Bedrooms,1 Bathrooms,840,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/1/1-bed-apr-chiller-free-in-time-place-tower-2/
LARGE 1 BED APT WITH BALCONY CHILLER FREE IN TIME PLACE TOWER 67K,Dubai Marina,Time Place Tower,67000,1 Bedrooms,1 Bathrooms,820,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/27/large-1-bed-apt-with-balcony-chiller-free--2/
Direct from Owner / 1 bedroom for rent/ Marina 1st/ NO commission,Dubai Marina,Marina First,67000,1 Bedrooms,2 Bathrooms,975,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/11/no-agency-fee-1-bedroom-for-rent-2/
Large 1 bedroom in marina pearl for 67k only,Dubai Marina,Marina Pearl,67000,1 Bedrooms,2 Bathrooms,1000,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/19/large-1-bedroom-in-marina-pearl-for-68k-on-2/
Nice Huge| Furnished |1Bed| in Time Place Tower @67k,Dubai Marina,Time Place Tower,67000,1 Bedrooms,1 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/18/nice-huge-furnished-1bed-in-time-place-tow-2/
Hot! 1 BHK in Dubai Marina-Zumurud Tower (Full Marina View) Free AC Chiller,Dubai Marina,Zumurud Tower,67000,1 Bedrooms,2 Bathrooms,814,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/3/hot-1-bhk-in-marina-zumurud-tower-full-mar-2/
Negotiable | Sea/Marina View | Marina Walk,Dubai Marina,Marina First,67000,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/21/outstanding-unit-full-sea-and-marina-view-2/
BRAND NEW | 1 MONTH FREE | VIEW TODAY,Dubai Marina,Park Island,67500,1 Bedrooms,2 Bathrooms,914,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/5/biggest-open-house-6th-oct-1-month-free-2-10/
Good Layout - Chiller Free - White Goods,Dubai Marina,Sulafa Tower,67950,1 Bedrooms,2 Bathrooms,917,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/9/clean-spacious-good-layout-location-2/
Brand New |Marina View |Fully Furnished,,,117600,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/brand-new-marina-view-2/
Fully Furnished |1 BHK  I Close to Metro,Dubai Marina,Marina Diamond 2,68000,1 Bedrooms,1 Bathrooms,666,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/11/fully-furnished-1-bhk-i-close-to-metro-2/
Reduces Prices Amazing Full Furnished in Dubai Marina,Dubai Marina,Marina Diamond 2,68000,1 Bedrooms,1 Bathrooms,670,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/4/amazing-full-furnished-in-dubai-marina-eas-2/
Furnished 1 Bedroom Apartment in Marina Crown,Dubai Marina,Marina Crown,68000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/1/furnished-1-bedroom-apartment-in-marina-cr-2/
HOT OFFER READY TO MOVE 1 BEDROOM WITH BALCONY IN MARINA .,Dubai Marina,Marina Heights,68000,1 Bedrooms,2 Bathrooms,730,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/25/hot-offer-ready-to-move-1-bedroom-with-bal-2/
Fully Furnished 1BR with Sea View in Marina,Dubai Marina,Marina Pinnacle,68000,1 Bedrooms,2 Bathrooms,823,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/22/fully-furnished-1br-with-sea-view-in-marin-2/
"Cheapest, One Bedroom in Elite Residences Marina with Sea  Building View in only",Dubai Marina,Elite Residence,68000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/21/1-bed-with-partial-sea-view-high-floor-in--2/
